Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
healing peptide,75,75,260,27,1.73,https://proactivwellnesscenters.com/how-advanced-peptides-can-aid-in-healing-and-restoration/,0,0,0.00,0.97,69000000,"[19,19,9,23,44,54,2,100,66,44,23,23]",2025-12-22,"Sitelinks, Image, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
mens counseling fairfax,65,65,40,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/fairfax/,0,0,0.00,0,341000,"[0,22,100,100,11,11]",2026-01-01,"Local pack, People also ask, Related searches","commercial, informational",Organic
cherry blossom hall sterling va,41,41,90,27,0.00,https://proactivwellnesscenters.com/gainswave-therapy/sterling/,0,0,0.00,0.05,141000,"[82,52,64,52,41,82,64,29,29,41,41,41]",2026-01-20,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",navigational,Organic
preventing loss of memory,76,76,90,65,1.11,https://proactivwellnesscenters.com/what-are-the-best-ways-to-prevent-memory-loss/,0,0,0.00,0.49,539000000,"[50,64,64,64,21,64,64,78,64,64,78,78]",2025-12-31,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview","commercial, informational",Organic
gi wellness center frederick md,49,49,50,,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/frederick/,0,0,0.00,0.02,656000,"[18,18,100,63,63,63,63,45,36,45,63,63]",2026-01-03,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
proactive health and wellness,16,16,390,37,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.04,51700000,"[81,81,100,66,81,100,66,66,81,54,54,100]",2026-01-12,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
mold removal york,49,49,140,2,10.33,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/york/,0,0,0.00,0.95,7370000,"[29,35,22,29,22,29,29,54,43,29,18,18]",2026-02-05,"Local pack, Video, Image, People also ask, Related searches","commercial, informational",Organic
optimal hormone health and wellness,8,8,40,36,1.31,https://proactivwellnesscenters.com/five-rules-for-achieving-optimal-health/,0,0,0.00,0.32,25500000,"[9,9,9,9,9,9,9,9,33,33,52,52]",2026-01-12,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
tirzepatide frederick md,13,13,90,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/frederick/,0,0,0.00,0,11700,"[66,4,0,9,23,33,14,14,66,66,80,100]",2026-01-26,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
tirzepatide frederick md,93,93,90,0,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/frederick/,0,0,0.00,0,11700,"[66,4,0,9,23,33,14,14,66,66,80,100]",2026-01-26,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
what is augmented nac,63,63,170,3,0.48,https://stores.proactivwellnesscenters.com/Augmented-NAC-90-capsules_p_1985.html,0,0,0.00,0.67,1620000,"[44,4,2,5,5,100,44,29,19,19,15,19]",2026-01-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
gainswave henderson,53,53,90,3,0.00,https://proactivwellnesscenters.com/gainswave-therapy/frederick/,0,0,0.00,0,1310,"[78,50,14,28,35,28,28,100,100,78,100,100]",2026-02-11,"People also ask, AI overview",informational,Organic
weight loss treatment centers,63,63,320,32,8.60,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.37,1260000000,"[12,15,15,36,44,66,36,44,100,54,54,54]",2026-02-01,"Local pack, People also ask",commercial,Organic
reston therapy and fitness,60,60,50,11,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/reston/,0,0,0.00,0.04,190000,"[81,45,45,63,63,63,63,81,45,27,18,18]",2025-12-28,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
mold testing fairfax,16,16,50,7,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/fairfax/,0,0,0.00,0.57,235000,"[27,18,27,18,27,63,63,81,100,45,27,27]",2026-02-10,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
mold testing fairfax,22,22,50,7,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/fairfax/,0,0,0.00,0.57,235000,"[27,18,27,18,27,63,63,81,100,45,27,27]",2026-02-10,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
clinics in chicago offering gainswave therapy,57,57,70,4,0.00,https://proactivwellnesscenters.com/gainswave-therapy/tysons-corner/,0,0,0.00,0,2350,"[100,100]",2026-02-03,"Local pack, Video, People also ask, AI overview",commercial,Organic
clinics in chicago offering gainswave therapy,79,79,70,4,0.00,https://proactivwellnesscenters.com/gainswave-therapy/washington/,0,0,0.00,0,2350,"[100,100]",2026-02-03,"Local pack, Video, People also ask, AI overview",commercial,Organic
clinics in chicago offering gainswave therapy,98,98,70,4,0.00,https://proactivwellnesscenters.com/gainswave-therapy/bethesda/,0,0,0.00,0,2350,"[100,100]",2026-02-03,"Local pack, Video, People also ask, AI overview",commercial,Organic
hrt leesburg,79,79,40,0,0.00,https://proactivwellnesscenters.com/trt/leesburg/,0,0,0.00,0,62600,"[28,42,28,100,100,71,14]",2026-01-09,"Sitelinks, Related searches",informational,Organic
integrative medicine meaning,85,85,260,55,0.38,https://proactivwellnesscenters.com/what-does-it-mean-to-practice-integrative-medicine/,0,0,0.00,0.02,45900000,"[66,100,100,82,82,82,53,66,66,82,53,66]",2025-12-23,"Knowledge panel, Sitelinks, Video, Related searches, Short videos",informational,Organic
folate supplementation for mthfr mutation,73,73,170,37,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.7,755000,"[2,2,2,11,21,7,100,7,11,11,4,2]",2026-01-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
starlux promo code 2025,50,50,110,21,1.56,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/washington/,0,0,0.00,0.14,37500,"[66,19,80,19,52,100,9,9,66,100,80,100]",2026-02-10,"Video, Image, People also ask, Related searches, AI overview",commercial,Organic
proactive wellness,15,15,480,27,1.93,https://proactivwellnesscenters.com/patient-area/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
proactive wellness,21,21,480,27,1.93,https://proactivwellnesscenters.com/our-locations/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
proactive wellness,23,23,480,27,1.93,https://proactivwellnesscenters.com/dr-lawson/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
proactive wellness,38,38,480,27,1.93,https://proactivwellnesscenters.com/hormone-replacement/getting-started-with-a-proactive-wellness-treatment-plan/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
proactive wellness,53,53,480,27,1.93,https://proactivwellnesscenters.com/patient-reviews/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
proactive wellness,83,83,480,27,1.93,https://proactivwellnesscenters.com/treatment-programs/,0,0,0.00,0.11,52900000,"[30,30,36,36,45,36,36,30,36,36,36,36]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
wellness center boone,45,45,90,7,1.98,https://proactivwellnesscenters.com/our-locations/,0,0,0.00,0.17,3330000,"[18,18,18,14,14,18,14,18,22,14,22,22]",2026-01-31,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
columbia weight loss clinic,83,83,110,27,7.95,https://proactivwellnesscenters.com/medical-weight-loss/columbia/,0,0,0.00,0.67,23000000,"[65,42,42,65,53,42,34,34,42,42,42,42]",2026-01-26,"Local pack, Image, Related searches",commercial,Organic
weight management doctor near me,95,95,140,33,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,1350000000,"[5,11,4,7,5,7,13,13,13,5,2,2]",2026-01-31,"Local pack, Ads top, People also ask, Related searches, Ads middle",transactional,Organic
cost of gainswave therapy,58,58,70,0,2.91,https://proactivwellnesscenters.com/gainswave-therapy/morgantown/,0,0,0.00,0.58,18400,"[45,27,63,63,63,63,63,63,63,100,63,63]",2026-01-31,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
cost of gainswave therapy,83,83,70,0,2.91,https://proactivwellnesscenters.com/gainswave-therapy/morgantown/,0,0,0.00,0.58,18400,"[45,27,63,63,63,63,63,63,63,100,63,63]",2026-01-31,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
cost of gainswave therapy,99,99,70,0,2.91,https://proactivwellnesscenters.com/gainswave-therapy/silver-spring/,0,0,0.00,0.58,18400,"[45,27,63,63,63,63,63,63,63,100,63,63]",2026-01-31,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
why is dairy bad for mthfr,55,55,40,11,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.01,106000,"[27,36,36,27,27,45,45,45,27,36,18,18]",2026-02-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mthfr treatments,1,1,70,34,0.53,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.45,2540000,"[0,3,21,21,28,21,15,34,28,34,34,21]",2026-01-30,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
mthfr treatments,22,22,70,34,0.53,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.45,2540000,"[0,3,21,21,28,21,15,34,28,34,34,21]",2026-01-30,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
adiponexin,21,21,170,4,2.37,https://stores.proactivwellnesscenters.com/Adiponexin-120-capsules_p_1979.html,0,0,0.00,0.06,476,"[17,12,17,66,28,82,43,100,100,35,28,35]",2026-02-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
weight loss program arlington,19,19,50,3,0.00,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0,4620000,"[14,100,71,71,57]",2026-01-04,"Local pack, Related searches",commercial,Organic
functional medicine bethesda,47,47,30,25,7.33,https://proactivwellnesscenters.com/dr-lawson/,0,0,0.00,0.69,63500000,"[57,28,28,28,28,42,28,100,42,28,28,28]",2026-02-12,"Local pack, People also ask, Related searches",commercial,Organic
trt optimization,31,31,30,40,5.08,https://proactivwellnesscenters.com/the-science-of-hormone-optimization-understanding-testosterone-replacement-therapy/,0,0,0.00,0.63,1630000,"[22,22,22,22,22,22,22,33,77,77,55,22]",2026-01-09,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
herndon chevy sc,58,58,1600,28,0.84,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/herndon/,0,0,0.00,1,105000,"[24,0,53,100,66,44,66,0,0,0,0,0]",2026-02-15,"Knowledge panel, Image pack, Video, Image, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
8229 boone blvd vienna va 22182,12,12,50,9,0.00,https://proactivwellnesscenters.com/contact-us/directions-to-the-office/,0,0,0.00,0.04,12800,"[11,11,64,64,11,11,11,11,64,17,23,11]",2026-02-14,"Image pack, Image, Related searches",informational,Organic
gamestop in charleston wv,49,49,90,31,0.00,https://proactivwellnesscenters.com/gainswave-therapy/woodbridge/,0,0,0.00,0.11,16500,"[100,64,52,41,52,64,52,29,41,52,64,52]",2026-02-06,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
black mold treatment virginia,70,70,70,13,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/mclean/,0,0,0.00,0,8260000,"[52,100,0,0]",2025-12-20,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
hormone disorders alexandria,34,34,40,0,0.00,https://proactivwellnesscenters.com/trt/alexandria/,0,0,0.00,0,339000,"[28,71,100]",2026-02-17,"People also ask, Related searches, AI overview",commercial,Organic
weight loss clinic altoona pa,4,4,50,9,6.14,https://proactivwellnesscenters.com/medical-weight-loss/altoona/,0,0,0.00,0.71,363000,"[36,45,36,36,36,45,36,63,63,45,45,45]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
weight loss clinic altoona pa,28,28,50,9,6.14,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/altoona/,0,0,0.00,0.71,363000,"[36,45,36,36,36,45,36,63,63,45,45,45]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
proactive md merrillville health center,48,48,50,9,0.00,https://proactivwellnesscenters.com/home/,0,0,0.00,0.04,7640,"[18,18,18,18,18,18,18,18,100,100,100,18]",2026-01-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, transactional",Organic
therapy for men fairfax va,29,29,40,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/fairfax/,0,0,0.00,0,566000,"[0,22,100,100,11,11]",2026-01-03,"Local pack, Sitelinks, Image, Ads bottom, Related searches, AI overview",commercial,Organic
therapy for men fairfax va,31,31,40,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/fairfax/,0,0,0.00,0,566000,"[0,22,100,100,11,11]",2026-01-03,"Local pack, Sitelinks, Image, Ads bottom, Related searches, AI overview",commercial,Organic
therapy for men fairfax va,43,43,40,0,0.00,https://proactivwellnesscenters.com/trt/fairfax/,0,0,0.00,0,566000,"[0,22,100,100,11,11]",2026-01-03,"Local pack, Sitelinks, Image, Ads bottom, Related searches, AI overview",commercial,Organic
best gaithersburg md medical weight loss,12,12,50,3,0.00,https://proactivwellnesscenters.com/medical-weight-loss/gaithersburg/,0,0,0.00,0,619000,"[42,100,100]",2026-02-15,"Local pack, People also ask, Related searches",commercial,Organic
best gaithersburg md medical weight loss,26,26,50,3,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/gaithersburg/,0,0,0.00,0,619000,"[42,100,100]",2026-02-15,"Local pack, People also ask, Related searches",commercial,Organic
best gaithersburg md medical weight loss,39,39,50,3,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/gaithersburg/,0,0,0.00,0,619000,"[42,100,100]",2026-02-15,"Local pack, People also ask, Related searches",commercial,Organic
best gaithersburg md medical weight loss,80,80,50,3,0.00,https://proactivwellnesscenters.com/medical-weight-loss/silver-spring/,0,0,0.00,0,619000,"[42,100,100]",2026-02-15,"Local pack, People also ask, Related searches",commercial,Organic
mthfr and menopause,26,26,50,3,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.06,554000,"[23,29,29,11,41,64,41,41,11,29,17,17]",2026-01-26,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how does fruit help your body,28,28,70,57,0.00,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0,1170000000,"[14,14,14,78,78,78,14,14,14,50,100,64]",2026-02-03,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
different types of fitness exercises,92,92,170,,1.44,https://proactivwellnesscenters.com/best-types-of-exercises-for-improved-health-and-weight-loss/,0,0,0.00,0.08,76900000,"[53,43,65,15,34,65,100,53,34,65,65,81]",2026-01-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
dr rivas frederick md,48,48,30,26,31.14,https://proactivwellnesscenters.com/medical-weight-loss/frederick/,0,0,0.00,0.54,509000,"[40,60,60,100,80,80,60,40,40,40,60,40]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",Organic
cirs test,20,20,210,7,1.71,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-cirs-mold-diagnosis-and-treatment-program/,0,0,0.00,0.12,1350000,"[53,53,53,35,43,53,53,53,53,66,66,82]",2025-12-29,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
weight loss wellness clinic,52,52,30,50,9.45,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.71,410000000,"[14,14,28,35,28,28,28,21,21,14,14,21]",2026-02-08,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
weight loss clinic leesburg fl,77,77,30,9,7.98,https://proactivwellnesscenters.com/medical-weight-loss/leesburg/,0,0,0.00,0.9,408000,"[11,17,17,17,11,17,17,23,11,11,11,11]",2026-02-08,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
prp protocol,80,80,170,27,0.00,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-bredesen-protocol-strategies-to-improve-brain-health-and-reverse-cognitive-decline-resulting-from-alzheimers/,0,0,0.00,0,12900000,"[80,19,42,65,65,80,80,100,100,80,80,80]",2025-12-17,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
